"","Patid","mean_RPKM_1.19","mean_RPKM_20.29","Ratio20.29","mRNA_count","BRAF","NRAS","RSEM_normalized","ATI"
"176","TCGA-EE-A2GB",0.317681690688379,3.70921966140288,11.6759000286275,1610,"V600K","NaN",141.7924,1
"177","TCGA-EE-A2GC",0.394836239479613,1.03449570799942,2.62006271096814,241,"G466E","NaN",74.3728,0
"178","TCGA-EE-A2GD",0.672804339551347,8.64795019685251,12.8535886118382,4785,"NaN","Q61K",390.4474,1
"179","TCGA-EE-A2GE",0.0723720188182529,0.0919460689910282,1.27046433818478,95,"V600E","NaN",9.5206,0
"180","TCGA-EE-A2GH",0.114666620944875,0.559986385854453,4.88360414949056,308,"V600E","NaN",67.0766,0
"181","TCGA-EE-A2GI",0.265246902282285,3.78357119069336,14.2643369560137,1789,"NaN","NaN",216.681,1
"182","TCGA-EE-A2GJ",0.61347591579121,3.15759635758421,5.14705838698135,1215,"G466E","G12D",146.661,0
"183","TCGA-EE-A2GK",0.013873037903821,0.0498765379555925,3.59521384583366,24,"NaN","NaN",2.5478,0
"184","TCGA-EE-A2GL",1.46327740843318,3.95728235867981,2.70439653880607,2204,"NaN","Q61K",226.5335,0
"185","TCGA-EE-A2GM",0.210432831771006,2.39025697744989,11.3587644918972,1102,"P348T","Q61R",116.6607,1
"186","TCGA-EE-A2GN",0.171883443790423,0.756528886328054,4.40140638123639,428,"NaN","Q61K",51.5301,0
"187","TCGA-EE-A2GO",17.3034366302312,24.6668281133489,1.42554503134094,21565,"G469R","NaN",2187.6248,0
"188","TCGA-EE-A2GP",0.235688154769805,2.32461973622473,9.86311653419821,599,"NaN","Q61R",78.0336,0
"189","TCGA-EE-A2GR",0.189642831799373,0.739230245133089,3.8980131129614,236,"NaN","NaN",32.5849,0
"190","TCGA-EE-A2GS",0.220335361414704,0.469129853832909,2.12916279448189,366,"V600E","NaN",41.8398,0
"191","TCGA-EE-A2GT",0.00968350476171805,0.0777613780415711,8.03029274576147,32,"V600K","NaN",6.8027,0
"192","TCGA-EE-A2GU",0.719414474310095,9.61015903480224,13.3583064811397,4126,"NaN","Q61K",380.4064,1
"193","TCGA-EE-A2M5",0.190813457732585,0.327496572881547,1.71631800384078,211,"V600E","NaN",25.1134,0
"194","TCGA-EE-A2M6",0.376034410876587,0.962910119867788,2.56069681927012,680,"V600E","NaN",70.6606,0
"195","TCGA-EE-A2M7",0.121196650102862,0.274378892816234,2.26391482424113,126,"V600E","NaN",16.943,0
"196","TCGA-EE-A2M8",0.337881841633574,0.994878270438194,2.94445616144451,430,"V600E","NaN",54.5164,0
"197","TCGA-EE-A2MC",0.00556401373355686,0.069361842706125,12.4661523187479,26,"NaN","Q61R",3.2141,0
"198","TCGA-EE-A2MD",0.167609878804233,0.639389077402259,3.81474577730028,340,"NaN","Q61R",33.9994,0
"199","TCGA-EE-A2ME",0.18694035242585,0.939804425531889,5.02729567659643,292,"V600K","NaN",54.6039,0
"200","TCGA-EE-A2MF",0.1503464749483,3.57697518101668,23.7915467073418,1310,"NaN","Q61K",135.4491,1
"201","TCGA-EE-A2MG",0.389065306919321,1.24798035886814,3.20763721841415,650,"V600E","NaN",79.3457,0
"202","TCGA-EE-A2MH",0.701346473115291,1.47812346313197,2.10755100338116,816,"V600E","NaN",103.142,0
"203","TCGA-EE-A2MI",1.6108522837117,2.72364882471759,1.69081228133582,2008,"NaN","NaN",219.754,0
"204","TCGA-EE-A2MJ",0.667226385693646,0.887565912424243,1.33023203436647,494,"NaN","NaN",64.224,0
"205","TCGA-EE-A2MK",2.15185473645436,5.39351042057909,2.50644726579734,2205,"V600E","NaN",293.3704,0
"206","TCGA-EE-A2ML",0.292160211549042,0.797929893401874,2.73113812853306,365,"NaN","Q61R",37.5616,0
"207","TCGA-EE-A2MM",0.816915694072178,3.96607553320945,4.85493859646554,1739,"NaN","Q61H",188.881,0
"208","TCGA-EE-A2MN",0.229078252750126,0.545898108562779,2.38302022129632,345,"NaN","Q61K",41.6846,0
"209","TCGA-EE-A2MP",0.546112897946479,4.06777964134168,7.44860569423932,1816,"V600E","NaN",202.6568,0
"210","TCGA-EE-A2MQ",1.27803912989341,4.31795891342506,3.37858115016023,1923,"P731S","NaN",227.9134,0
"211","TCGA-EE-A2MR",1.00762393192672,1.60997563890094,1.59779416495442,1185,"NaN","NaN",119.6023,0
"212","TCGA-EE-A2MS",6.18687278542686,11.1614102763061,1.80404715975359,6443,"NaN","NaN",830.3118,0
"213","TCGA-EE-A2MT",0.0979239724593757,4.00790219737234,40.9287133345723,1137,"NaN","NaN",174.7714,1
"214","TCGA-EE-A2MU",0.0100544114426389,2.96815997474854,295.209718806724,1004,"NaN","61_62QE>HK",132.319,1
"215","TCGA-EE-A3AA",0.838748423404165,1.32543978271233,1.58025904517694,756,"E695K","NaN",107.8771,0
"216","TCGA-EE-A3AB",0.0589749167960057,0.0406259239433092,0.688867846712431,53,"V600E","NaN",7.7219,0
"217","TCGA-EE-A3AC",0.492948210735709,2.36100488157867,4.78955969442499,1187,"NaN","Q61K",125.3725,0
"218","TCGA-EE-A3AD",0.0369307287033422,2.79601659305882,75.7097596291346,877,"V600E","NaN",100.7806,1
"219","TCGA-EE-A3AE",0.218784573260659,2.55712022474342,11.6878452014845,1111,"NaN","NaN",113.8466,1
"220","TCGA-EE-A3AF",0.113201449195504,8.83826485253781,78.0755451043187,2372,"V600E","NaN",333.5901,1
"221","TCGA-EE-A3AG",0.877120047247486,0.922075601489972,1.05125359337477,1042,"V600E","NaN",103.7101,0
"222","TCGA-EE-A3AH",0.537251814183225,4.78909893904648,8.91406750543461,2068,"V600E","NaN",239.012,0
"223","TCGA-EE-A3J3",0.151220480143468,0.235130992868475,1.55488854846512,197,"V600E","NaN",20.1988,0
"224","TCGA-EE-A3J4",0.0613304488651944,0.281059990433486,4.58271536624918,148,"V600E","NaN",17.8204,0
"225","TCGA-EE-A3J5",0.0367377613010722,0.324297766089369,8.82736875096154,146,"NaN","NaN",16.6966,0
"226","TCGA-EE-A3J7",2.16143686225122,3.66310736240913,1.69475566295,2484,"NaN","Q61R",249.6721,0
"227","TCGA-EE-A3J8",1.40954727699318,1.6286524974904,1.15544368328291,532,"NaN","Q61R",166.321,0
"228","TCGA-EE-A3JA",0.128625092297405,0.596337036467205,4.63624185464811,123,"NaN","Q61R",40.4896,0
"229","TCGA-EE-A3JB",0.229033551355165,0.0697437569122392,0.304513275454943,296,"V600E","NaN",31.8544,0
"230","TCGA-EE-A3JD",1.48271600821011,2.94512520837975,1.98630431726101,804,"S467L","NaN",201.9374,0
"231","TCGA-EE-A3JE",0.490797590829437,1.12230443440006,2.28669507628061,256,"V600E","NaN",66.3082,0
"232","TCGA-EE-A3JH",0.067364579261109,1.80405919448022,26.7805308704977,667,"K601E","NaN",115.5675,1
"233","TCGA-EE-A3JI",0.798600147719511,1.86220180321666,2.33183253037753,1247,"NaN","Q61K",106.7332,0
"234","TCGA-ER-A193",0.140775261050091,0.841048488021975,5.97440545837604,402,"V600R","NaN",42.0175,0
"235","TCGA-ER-A194",0,0.767113006884019,Inf,204,"NaN","NaN",48.6931,0
"236","TCGA-ER-A195",0,0.244510912244596,Inf,92,"NaN","Q61K",12.157,0
"237","TCGA-ER-A196",0.00730432489250391,0.113682774484803,15.5637620393187,30,"NaN","NaN",6.7867,0
"238","TCGA-ER-A197",0.409250994708531,11.3742050067159,27.792736373962,3829,"NaN","NaN",573.4348,1
"239","TCGA-ER-A198",0.255716347819811,0.560673907453324,2.1925618453162,385,"V600E","NaN",36.891,0
"240","TCGA-ER-A199",0.18121453454771,0.377819180075868,2.08492757503619,164,"NaN","Q61R",24.0269,0
"241","TCGA-ER-A19A",0.882975548533189,1.07801969750129,1.22089416778541,1080,"NaN","NaN",101.4764,0
"242","TCGA-ER-A19B",3.57201534016051,4.7364289785045,1.32598226140083,3365,"V600E","NaN",402.5659,0
"243","TCGA-ER-A19C",0.268763985541934,1.98896808720806,7.40042637482666,809,"V600E","NaN",101.8469,0
"244","TCGA-ER-A19D",0.0254784924313162,0.0370118349491195,1.45266973895313,37,"NaN","Q61K",3.7661,0
"245","TCGA-ER-A19E",0.310764450136938,0.19669289147037,0.632932407113161,213,"V600E","NaN",24.2834,0
"246","TCGA-ER-A19F",0.0682560251381122,0.727412925464785,10.6571240266761,202,"G466E","NaN",27.8978,0
"247","TCGA-ER-A19G",0.704448162697397,1.17179673063719,1.66342506473475,715,"V600E","NaN",88.4648,0
"248","TCGA-ER-A19H",1.13426430438712,2.01744475349981,1.77863725914385,1303,"V600E","NaN",109.3158,0
"249","TCGA-ER-A19J",0.0645053789400638,0.0924277693058301,1.43286917811476,74,"V600K","NaN",8.9491,0
"250","TCGA-ER-A19K",0,0.68772742110984,Inf,264,"V600K","NaN",33.5935,0
"251","TCGA-ER-A19L",0.454625746331091,0.814715743811719,1.79205808379006,366,"NaN","NaN",57.6653,0
"252","TCGA-ER-A19M",0.389812366486474,2.60878120220791,6.69240236199236,956,"V600E","NaN",129.8992,0
"253","TCGA-ER-A19N",0.10129041298309,6.14208715557711,60.6383859507267,2547,"NaN","Q61H",328.79,1
"254","TCGA-ER-A19O",0.0118428096651868,2.47293969399864,208.813597778921,867,"V600E","NaN",190.3482,1
"255","TCGA-ER-A19P",0.0368034708952039,0.463073608362461,12.5823352281376,211,"V600E","NaN",26.1785,0
"256","TCGA-ER-A19Q",0.07507797923621,0.285246991393631,3.79934295375996,188,"V600E","NaN",19.7307,0
"257","TCGA-ER-A19S",0.602344419772712,1.29215966960635,2.14521729958739,862,"V600E","NaN",115.8766,0
"258","TCGA-ER-A19T",0.105462338912583,0.428378433663422,4.0619090955161,169,"NaN","NaN",26.5169,0
"259","TCGA-ER-A19T",0.105462338912583,0.428378433663422,4.0619090955161,169,"NaN","NaN",209.5117,0
"260","TCGA-ER-A19T",0.565548169874542,3.85442389276867,6.81537682921636,1551,"NaN","NaN",26.5169,0
"261","TCGA-ER-A19T",0.565548169874542,3.85442389276867,6.81537682921636,1551,"NaN","NaN",209.5117,0
"262","TCGA-ER-A19W",0.226595975266958,3.62783862116311,16.0101635383818,1032,"NaN","Q61K",160.3613,1
"263","TCGA-ER-A1A1",0.0295502780848929,0.145203653966568,4.91378299552453,71,"NaN","NaN",7.2294,0
"264","TCGA-ER-A2NB",0,0.118568991284884,Inf,94,"NaN","Q61R",27.6572,0
"265","TCGA-ER-A2NC",2.54064379098435,4.49429253501122,1.76895814791492,2695,"V600K","G13R",294.4286,0
"266","TCGA-ER-A2ND",0.00498477701135393,0.379906025732161,76.2132438154889,191,"V600E","NaN",34.0811,0
"267","TCGA-ER-A2NE",0.185271579205045,2.81464847824015,15.1920142869031,996,"NaN","Q61K",107.8578,1
"268","TCGA-ER-A2NF",0.0277965648772414,0.549873237287324,19.7820572331776,288,"NaN","NaN",38.0747,0
"269","TCGA-ER-A2NF",0.0277965648772414,0.549873237287324,19.7820572331776,288,"NaN","NaN",56.8524,0
"270","TCGA-ER-A2NF",0.0524752290112383,1.05667800137048,20.1367010927037,409,"NaN","NaN",38.0747,0
"271","TCGA-ER-A2NF",0.0524752290112383,1.05667800137048,20.1367010927037,409,"NaN","NaN",56.8524,0
"272","TCGA-ER-A2NG",0.150334335390606,1.50280016284998,9.99638677980869,678,"V600E","NaN",70.763,0
"273","TCGA-ER-A2NH",0.423196058883056,1.42453930785141,3.36614502415548,439,"NaN","Q61R",78.1915,0
"274","TCGA-ER-A3ES",0.903736582689773,4.3561903079684,4.82019915029129,863,"NaN","NaN",288.023,0
"275","TCGA-ER-A3ET",0.0355814956567997,0.0903217833890264,2.53844819397764,46,"NaN","NaN",8.5001,0
"276","TCGA-ER-A3EV",0.0209633037552242,0.0915449169225695,4.36691267709918,14,"NaN","NaN",5.6883,0
"277","TCGA-ER-A3PL",0.0604494682078408,0.178197048645038,2.94786792883522,78,"V600E","NaN",11.7099,0
"278","TCGA-ER-A42H",0.00534467403972581,0.242579531375394,45.387151690141,111,"NaN","NaN",18.197,0
"279","TCGA-ER-A42K",1.04808779572138,1.70617641144936,1.62789455083296,1026,"V600E","NaN",134.3639,0
"280","TCGA-ER-A42L",0.934822518460835,2.6306746592993,2.81408995541811,1494,"V600K","NaN",178.9336,0
"281","TCGA-FR-A2OS",0.0359891917560369,0.0852051323945431,2.36752003135082,76,"NaN","NaN",8.0665,0
"282","TCGA-FR-A3R1",0.383007640403216,2.71268377729585,7.08258397780274,1055,"NaN","NaN",126.498,0
"283","TCGA-FR-A3YN",0.136268731777104,1.22500714912387,8.98964225430398,533,"NaN","Q61R",54.6989,0
"284","TCGA-FR-A3YO",0.00452871598774042,0.890632446611266,196.663347629279,267,"600_601VK>E","NaN",48.1203,0
"285","TCGA-FR-A44A",1.02841777935767,1.45554406171236,1.41532370494554,1186,"V600E","NaN",130.0125,0
"286","TCGA-FR-A69P",0.739532688057287,3.09937226201613,4.19098751423418,922,"NaN","Q61R",140.1246,0
"287","TCGA-FS-A1YW",0.176430606598512,1.31225937757538,7.43782160519108,552,"NaN","Q61K",63.7948,0
"288","TCGA-FS-A1YX",0.463739394632524,1.38060278774573,2.97710913440888,814,"V600E","NaN",72.8142,0
"289","TCGA-FS-A1YY",0.0374874296182573,0.376820123966018,10.0519061403585,178,"V600E","NaN",17.6878,0
"290","TCGA-FS-A1Z0",0.26685794935654,1.02741711088262,3.85005248432724,429,"NaN","Q61R",51.0274,0
"291","TCGA-FS-A1Z3",1.0869093499616,9.67806294712766,8.9042043363318,3898,"NaN","Q61H",392.366,0
"292","TCGA-FS-A1Z4",0.0402555532700253,0.0584459140325463,1.45187208434335,57,"NaN","NaN",4.8826,0
"293","TCGA-FS-A1Z7",1.04089339958357,2.32663502123333,2.23522891216732,1360,"V600E","NaN",157.967,0
"294","TCGA-FS-A1ZA",0.508105124084638,0.759282825306386,1.49434199600772,602,"NaN","Q22K",58.465,0
"295","TCGA-FS-A1ZB",0.00334771150390463,0.0626956193273494,18.7279038991932,39,"NaN","Q61R",3.7316,0
"296","TCGA-FS-A1ZC",0.193693974003549,0.243632421385904,1.2578213784877,254,"V600K","NaN",27.133,0
"297","TCGA-FS-A1ZD",2.14835701108721,4.27165290341745,1.98833475133433,2248,"V600E","NaN",274.6041,0
"298","TCGA-FS-A1ZE",2.47966503208099,6.09334922924536,2.4573275625586,3310,"NaN","Q61K",385.0536,0
"299","TCGA-FS-A1ZF",0.430280215873002,47.9377944718783,111.410640562724,17432,"V600E","NaN",2167.0365,1
"300","TCGA-FS-A1ZG",0.000702922115211653,0.317308035345983,451.412793080838,112,"NaN","NaN",9.8394,0
"301","TCGA-FS-A1ZH",0.502708945415632,0.654843500087252,1.30262949577282,591,"V600E","NaN",65.6414,0
"302","TCGA-FS-A1ZJ",0.0788347356249001,2.06771285846298,26.2284491991103,741,"NaN","NaN",91.6525,0
"303","TCGA-FS-A1ZK",0.573196785265018,1.72347929019011,3.00678464097327,953,"NaN","NaN",91.8502,0
"304","TCGA-FS-A1ZM",4.59371803893036,54.8041611429248,11.9302405325003,21017,"V600E","NaN",2535.0422,1
"305","TCGA-FS-A1ZN",2.59900025124866,7.14547996308414,2.74931868885014,3728,"V600E","NaN",391.0024,0
"306","TCGA-FS-A1ZP",0.0074430355454905,0.103801979051405,13.9461888119418,70,"NaN","Q61L",10.6677,0
"307","TCGA-FS-A1ZQ",0.384875053297744,1.62112053748104,4.21206966674174,788,"NaN","Q61R",96.2354,0
"308","TCGA-FS-A1ZR",2.41310019770428,3.7603561929243,1.55830918106995,2888,"V600E","NaN",286.0392,0
"309","TCGA-FS-A1ZS",3.45630129227626,4.51060711513505,1.30503874914344,3377,"V600E","NaN",400.6309,0
"310","TCGA-FS-A1ZT",0.0894692474234166,0.136365085447239,1.5241559460301,116,"NaN","Q61R",9.9871,0
"311","TCGA-FS-A1ZU",0.20668789179961,0.273377397008333,1.32265801652949,212,"NaN","NaN",29.5666,0
"312","TCGA-FS-A1ZW",0.139719017721631,1.07411197963259,7.68765768002031,470,"NaN","Q61K",95.7563,0
"313","TCGA-FS-A1ZY",0.438730778795332,1.55482201669179,3.5439091393611,725,"NaN","Q61R",94.4182,0
"314","TCGA-FS-A1ZZ",0.738211953889568,2.21459296972377,2.99994189752048,1247,"N581S","P34L",116.0479,0
"315","TCGA-FS-A4F0",0.143030798731028,0.849771122089198,5.94117581407909,366,"NaN","NaN",37.2926,0
"316","TCGA-FS-A4F4",0.0864170889108998,0.158425945517935,1.83327102908176,83,"NaN","NaN",21.3793,0
"317","TCGA-FS-A4F5",0.879947481013337,1.94756816566634,2.21327773269326,1126,"NaN","Q61R",127.2357,0
"318","TCGA-FS-A4F8",0.0246920283727565,0.199174878869121,8.06636359971451,73,"V600E","NaN",11.5112,0
"319","TCGA-FS-A4F9",0.259161420146464,1.02243034611846,3.94514872445381,458,"NaN","Q61K",60.2571,0
"320","TCGA-FS-A4FB",0.801764996215863,2.46631687161172,3.07610943761843,1091,"V600E","NaN",148.8806,0
"321","TCGA-FS-A4FC",3.92508326651378,19.2289927322507,4.89900249920805,7687,"NaN","G13R",951.9345,0
"322","TCGA-FS-A4FD",0.0494465542004858,0.360471694414176,7.29012769934602,176,"NaN","Q61R",28.3019,0
"323","TCGA-FW-A3I3",0.221345717561741,0.985903409081773,4.4541336509335,438,"NaN","NaN",53.3618,0
"324","TCGA-FW-A3R5",0.0914488031391319,1.74159365326057,19.0444663404821,567,"G469E","NaN",70.8024,0
"325","TCGA-FW-A3TU",0.784054797621662,1.6543563641007,2.11000094523877,1039,"NaN","NaN",194.3257,0
"326","TCGA-FW-A3TV",0.127284964517456,1.75919858710539,13.8209457320792,792,"V600E","NaN",76.719,0
"327","TCGA-FW-A5DX",1.68792006958947,2.35061593263754,1.39261092689611,1442,"V600E","NaN",167.7241,0
"328","TCGA-FW-A5DY",0.346055535102659,1.7323982160317,5.00612774628146,751,"V600E","NaN",119.7605,0
"329","TCGA-GF-A2C7",0.0717229328378921,1.54917524200234,21.5994408023411,641,"V600E","NaN",72.1291,0
"330","TCGA-GF-A3OT",0.00952976603621881,0.00478735473864161,0.502358055848045,16,"NaN","Q61K",2.3225,0
"331","TCGA-GF-A4EO",0.0123198240077791,0.0191555012239172,1.55485185598608,21,"V600E","NaN",4.377,0
"332","TCGA-GF-A6C8",0.257148381034944,1.40717915620945,5.47224583155446,527,"V600E","NaN",74.3317,0
"333","TCGA-GF-A6C9",0.0162634142339505,0.0918969946903991,5.65053520548967,67,"V600K","",12.6812,0
"334","TCGA-GN-A262",2.50059504549832,9.04952915731718,3.61895028689613,4984,"V600E","NaN",695.7669,0
"335","TCGA-GN-A263",0.00271335009380539,0.0111145721394772,4.09625435540069,16,"V600E","NaN",4.4122,0
"336","TCGA-GN-A264",0.0038294333680781,0.124428149716431,32.4925746857631,71,"NaN","NaN",7.8284,0
"337","TCGA-GN-A265",0.385016040591646,0.149849820414586,0.389204097014542,353,"V600E","NaN",41.5361,0
"338","TCGA-GN-A266",0.516102350968987,0.911874058122568,1.76684732478067,678,"NaN","NaN",78.4277,0
"339","TCGA-GN-A267",0.0518650585455461,0.942575801551119,18.1736187711691,348,"NaN","Q61K",87.4148,0
"340","TCGA-GN-A268",0.060871781260971,0.316751946444005,5.20359253306583,227,"NaN","Q61K",28.0381,0
"341","TCGA-GN-A26A",0.303482955395754,0.296909545466271,0.97834010176647,246,"NaN","NaN",38.8303,0
"342","TCGA-GN-A26C",1.36947048562482,3.09472079108518,2.25979371119723,1995,"NaN","NaN",239.4461,0
"343","TCGA-GN-A26D",0.683636373241543,3.48418539899413,5.09654771947468,1799,"NaN","NaN",193.1506,0
"344","TCGA-HR-A2OG",1.10445913881025,2.36730286584076,2.14340466084682,1802,"NaN","Q61R",215.0168,0
"345","TCGA-HR-A2OH",0.109401732012264,0.43605231615324,3.98578987857668,198,"V600E","NaN",26.5418,0
"346","TCGA-IH-A3EA",0.210120158293326,0.442315821474951,2.10506133760608,167,"V600K","NaN",53.9595,0
"347","TCGA-QB-A6FS",0.196311560984179,0.513647077191098,2.61648919002021,276,"V600K","NaN",50.6038,0
"348","TCGA-RP-A690",0.591172277513259,2.32860648195472,3.93896427577745,878,"NaN","NaN",145.4635,0
"349","TCGA-RP-A693",0.109452668391323,0.188709056359508,1.72411563037296,121,"NaN","NaN",20.6334,0
"350","TCGA-RP-A694",0.0785425737774707,0.461046041867465,5.87001443540309,208,"NaN","Q61K",25.6618,0
"351","TCGA-RP-A695",0.107978520414287,0.676994267557265,6.26971239242587,339,"NaN","Q61R",53.9266,0
